page_id,page_name,type,type_sub,page_url,politician_name,party,chamber,state,district_rep,main_page,post_count
184179159166,Governor Robert Bentley,figure,politician,https://www.facebook.com/GovernorRobertBentley/,Robert J. Bentley,Republican,Governor,Alabama,Alabama,1,116
50850514797,Senator Richard Shelby,figure,politician,https://www.facebook.com/RichardShelby/,Richard Shelby,Republican,Senate,Alabama,Alabama,1,100
119152728153461,Ron Crumpton for U.S. Senate,figure,politician,https://www.facebook.com/Crumpton2016/,Ron Crumpton,Democratic,Senate,Alabama,Alabama,1,1
1374832002773140,U.S. Representative Bradley Byrne,figure,politician,https://www.facebook.com/RepByrne/,Bradley Byrne,Republican,House,Alabama,Alabama 1,0,NA
113184250589,Bradley Byrne,figure,politician,https://www.facebook.com/byrneforalabama/,Bradley Byrne,Republican,House,Alabama,Alabama 1,1,173
119448323032,Martha Roby for Congress,figure,politician,https://www.facebook.com/Martha-Roby-for-Congress-119448323032/,Martha Roby,Republican,House,Alabama,Alabama 2,0,58
174519582574426,Representative Martha Roby,figure,politician,https://www.facebook.com/Representative.Martha.Roby/,Martha Roby,Republican,House,Alabama,Alabama 2,1,184
167124697074779,"Nathan Mathis for U.S. Representative, Alabama - District 2",figure,politician,https://www.facebook.com/NathanMathis4District2/,Nathan Mathis,Democratic,House,Alabama,Alabama 2,1,39
427729637333509,Jesse T. Smith,figure,politician,https://www.facebook.com/JesseTSmithAL/,Jesse Smith,Democratic,House,Alabama,Alabama 3,1,710
168209963203416,Mike Rogers,figure,politician,https://www.facebook.com/ChairmanMikeRogers/,Mike Rogers,Republican,House,Alabama,Alabama 3,1,2
19787529402,Robert Aderholt,figure,politician,https://www.facebook.com/RobertAderholt/,Robert Aderholt,Republican,House,Alabama,Alabama 4,1,1
155220881193244,Congressman Mo Brooks,figure,politician,https://www.facebook.com/RepMoBrooks/,Mo Brooks,Republican,House,Alabama,Alabama 5,1,50
741039376021709,Dr. Will Boyd for Congress,figure,politician,https://www.facebook.com/willboydforcongress/,Will Boyd,Democratic,House,Alabama,Alabama 5,1,299
1091477490937000,Will Boyd,figure,politician,https://www.facebook.com/drwillboydjr/,Will Boyd,Democratic,House,Alabama,Alabama 5,0,NA
149145758777509,David J. Putman For Congress,figure,politician,https://www.facebook.com/PutmanForCongress/,David Putman,Democratic,House,Alabama,Alabama 6,1,62
238609612987036,Gary Palmer for Alabama,figure,politician,https://www.facebook.com/PalmerforAlabama/,Gary Palmer,Republican,House,Alabama,Alabama 6,1,3
545855605545009,Congressman Gary Palmer,figure,politician,https://www.facebook.com/CongressmanGaryPalmer/,Gary Palmer,Republican,House,Alabama,Alabama 6,0,1
117758198297225,Terri A. Sewell,figure,politician,https://www.facebook.com/RepSewell/,Terri A. Sewell,Democratic,House,Alabama,Alabama 7,1,150
1494136594208400,Alaska Governor Bill Walker,figure,politician,https://www.facebook.com/Governor.BillWalker/,Bill Walker,Independent,Governor,Alaska,Alaska,1,NA
210333902420876,Sean Parnell,figure,politician,https://www.facebook.com/The.Official.Sean.Parnell.Page/,Sean Parnell,Republican,Governor,Alaska,Alaska,1,27
698400060189827,Dan Sullivan,figure,politician,https://www.facebook.com/DanSullivanforAlaska/,Dan Sullivan,Republican,Senate,Alaska,Alaska,1,1
1499142123704270,Senator Dan Sullivan,figure,politician,https://www.facebook.com/SenDanSullivan/,Dan Sullivan,Republican,Senate,Alaska,Alaska,0,NA
150957204942258,Joe Miller,figure,politician,https://www.facebook.com/JoeMillerOfficial/,Joe Miller,Libertarian,Senate,Alaska,Alaska,1,20
25271170290,Lisa Murkowski,figure,politician,https://www.facebook.com/SenLisaMurkowski/,Lisa Murkowski,Republican,Senate,Alaska,Alaska,1,395
868595699905498,Lisa Murkowski,figure,politician,https://www.facebook.com/lisaforalaska/,Lisa Murkowski,Republican,Senate,Alaska,Alaska,0,1
1199749856719970,Margaret Stock,figure,politician,https://www.facebook.com/margaretforalaska/,Margaret Stock,Independent,Senate,Alaska,Alaska,1,NA
1645812199071090,Ray Metcalfe,figure,politician,https://www.facebook.com/RayforUSSenate/,Ray Metcalfe,Democratic,Senate,Alaska,Alaska,1,NA
1494279480805350,Don Young,figure,politician,https://www.facebook.com/AkforDonYoung/,Don Young,Republican,House,Alaska,Alaska at-large,0,NA
7476269851,Don Young,figure,politician,https://www.facebook.com/RepDonYoung/,Don Young,Republican,House,Alaska,Alaska at-large,1,440
1238949359449410,Stephen Wright for Congress 2016,figure,politician,https://www.facebook.com/Stephen-Wright-for-Congress-2016-1238949359449416/,Stephen Wright,Write-In,House,Alaska,Alaska at-large,1,NA
1705630263045660,Steve Lindbeck,figure,politician,https://www.facebook.com/LindbeckForAlaska/,Steve Lindbeck,Democratic,House,Alaska,Alaska at-large,1,NA
1537155909907320,Congresswoman Aumua Amata,figure,politician,https://www.facebook.com/aumuaamata/,Aumua Amata Radewagen,Republican,House,Non-voting delegates,American Samoa,1,220
407182479403663,Governor Doug Ducey,figure,politician,https://www.facebook.com/dougducey/,Doug Ducey,Republican,Governor,Arizona,Arizona,1,743
173347701125,Governor Jan Brewer,figure,politician,https://www.facebook.com/GovJanBrewer/,Jan Brewer,Republican,Governor,Arizona,Arizona,1,742
7811276418,Jeff Flake,figure,politician,https://www.facebook.com/JeffFlake1/,Jeff Flake,Republican,Senate,Arizona,Arizona,0,2
154010926645,Senator Jeff Flake,figure,politician,https://www.facebook.com/senatorjeffflake/,Jeff Flake,Republican,Senate,Arizona,Arizona,1,72
6425923706,John McCain,figure,politician,https://www.facebook.com/johnmccain/,John McCain,Republican,Senate,Arizona,Arizona,1,119
749094198460713,John McCain,figure,politician,https://www.facebook.com/senatorjohnmccain/,John McCain,Republican,Senate,Arizona,Arizona,0,2
137746666253194,Ann Kirkpatrick,figure,politician,https://www.facebook.com/KirkpatrickForArizona/,Ann Kirkpatrick,Democratic,House,Arizona,Arizona 1,1,392
144754392264446,Sheriff Paul Babeu,figure,politician,https://www.facebook.com/PaulBabeuAZ/,Paul Babeu,Republican,House,Arizona,Arizona 1,1,497
122019521570712,Ray Parrish for U.S. Congress in Arizona's 1st District 2018,figure,politician,https://www.facebook.com/rayparrish2016/,Ray Parrish,Green,House,Arizona,Arizona 1,1,35
746838268687634,Tom O'Halleran,figure,politician,https://www.facebook.com/ohalleranforaz/,Tom O'Halleran,Democratic,House,Arizona,Arizona 1,1,2
1342596452479690,Rep. Tom O'Halleran,figure,politician,https://www.facebook.com/repohalleran/,Tom O'Halleran,Democratic,House,Arizona,Arizona 1,0,NA
278490715553293,Martha McSally,figure,politician,https://www.facebook.com/MarthaMcSally/,Martha McSally,Republican,House,Arizona,Arizona 2,1,158
1605647229654850,Rep. Martha McSally,figure,politician,https://www.facebook.com/RepMcSally/,Martha McSally,Republican,House,Arizona,Arizona 2,0,NA
1263725620325910,"Bill Abatecola, R Candidate for US Congress CD3 Write-In Bill Abatecola",figure,politician,https://www.facebook.com/abatecola4cd3/,Bill Abatecola,R/Write-In,House,Arizona,Arizona 3,1,NA
381663755181772,Jaime Vasquez For Congress,figure,politician,https://www.facebook.com/JaimeVasquezCongress/,Jaime Vasquez,Write-In,House,Arizona,Arizona 3,1,1
7707979947,Raúl Grijalva,figure,politician,https://www.facebook.com/GrijalvaForCongress/,Raúl Grijalva,Democratic,House,Arizona,Arizona 3,1,213
73539896233,Raul M. Grijalva,figure,politician,https://www.facebook.com/Rep.Grijalva/,Raúl Grijalva,Democratic,House,Arizona,Arizona 3,0,208
302754323105222,"Disorganizing for America, Mikel Weisser for Congress",figure,politician,https://www.facebook.com/Disorganizing-for-America-Mikel-Weisser-for-Congress-302754323105222/,Mikel Weisser,Democratic,House,Arizona,Arizona 4,1,1
148700451434,Paul Gosar 4 Congress,figure,politician,https://www.facebook.com/Gosar4Congress/,Paul Gosar,Republican,House,Arizona,Arizona 4,0,1
104329699641957,Rep. Paul Gosar,figure,politician,https://www.facebook.com/repgosar/,Paul Gosar,Republican,House,Arizona,Arizona 4,1,348
774716719375468,Congressman Andy Biggs,figure,politician,https://www.facebook.com/RepAndyBiggs/,Andy Biggs,Republican,House,Arizona,Arizona 5,0,1
183963015310306,Andy Biggs,figure,politician,https://www.facebook.com/biggsforcongress/,Andy Biggs,Republican,House,Arizona,Arizona 5,1,456
194555843919304,Matt Salmon,figure,politician,https://www.facebook.com/salmonforcongress/,Matt Salmon,Republican,House,Arizona,Arizona 5,1,35
1332844956742630,Talia Fuentes,figure,politician,https://www.facebook.com/TaliaForScience/,Talia Fuentes,Democratic,House,Arizona,Arizona 5,1,NA
157652584384932,David Schweikert,figure,politician,https://www.facebook.com/SchweikertForAZ/,David Schweikert,Republican,House,Arizona,Arizona 6,0,19
150338151681908,Rep. David Schweikert,figure,politician,https://www.facebook.com/repdavidschweikert/,David Schweikert,Republican,House,Arizona,Arizona 6,1,477
234282989978484,W John Williamson for U S Congress,figure,politician,https://www.facebook.com/W-John-Williamson-for-U-S-Congress-234282989978484/,W. John Williamson,Democratic,House,Arizona,Arizona 6,1,7
1754838818086230,Eve Nunez,figure,politician,https://www.facebook.com/evenunezforcongress/,Eve Nunez,Republican,House,Arizona,Arizona 7,1,NA
161183970656851,Ruben Gallego,figure,politician,https://www.facebook.com/GallegoforArizona/,Ruben Gallego,Democratic,House,Arizona,Arizona 7,1,52
839764049423558,Rep. Ruben Gallego,figure,politician,https://www.facebook.com/RepRubenGallego/,Ruben Gallego,Democratic,House,Arizona,Arizona 7,0,2
302552613176976,Mark Salazar: Green Party Candidate for US Congress,figure,politician,https://www.facebook.com/MarkSalazarGreenParty/,Mark Salazar,Green,House,Arizona,Arizona 8,1,28
209486545087,Congressman Trent Franks,figure,politician,https://www.facebook.com/TrentFranks/,Trent Franks,Republican,House,Arizona,Arizona 8,0,1
8109956382,Trent Franks,figure,politician,https://www.facebook.com/FranksforCongress/,Trent Franks,Republican,House,Arizona,Arizona 8,1,2
1535746056731540,Axel Bello,figure,politician,https://www.facebook.com/Axel-Bello-1535746056731542/,Axel Bello,Write-In,House,Arizona,Arizona 9,1,NA
1594956587406370,Dave Giles for Congress,figure,politician,https://www.facebook.com/davegilesforcongress/,Dave Giles,Republican,House,Arizona,Arizona 9,1,NA
52563647525,Kyrsten Sinema,figure,politician,https://www.facebook.com/ksinemaaz/,Kyrsten Sinema,Democratic,House,Arizona,Arizona 9,1,329
359836390717326,Governor Asa Hutchinson,figure,politician,https://www.facebook.com/asaforarkansas/,Asa Hutchinson,Republican,Governor,Arkansas,Arkansas,1,183
319878450284,Mike Beebe,figure,politician,https://www.facebook.com/GovernorMikeBeebe/,Mike Beebe,Democratic,Governor,Arkansas,Arkansas,1,1
427570144096506,Conner Eldridge,figure,politician,https://www.facebook.com/ConnerforAR/,Conner Eldridge,Democratic,Senate,Arkansas,Arkansas,1,706
1142177662479010,Frank Gilbert - Labor for Dawson,figure,politician,https://www.facebook.com/frankgilbertdawson/,Frank Gilbert,Libertarian,Senate,Arkansas,Arkansas,1,NA
7686715735,John Boozman,figure,politician,https://www.facebook.com/JohnBoozman/,John Boozman,Republican,Senate,Arkansas,Arkansas,0,190
314808986017,John Boozman,figure,politician,https://www.facebook.com/BoozmanforArkansas/,John Boozman,Republican,Senate,Arkansas,Arkansas,1,686
120355701459307,Senator Tom Cotton,figure,politician,https://www.facebook.com/SenatorTomCotton/,Tom Cotton,Republican,Senate,Arkansas,Arkansas,1,304
224684514243482,Tom Cotton,figure,politician,https://www.facebook.com/TomCottonAR/,Tom Cotton,Republican,Senate,Arkansas,Arkansas,0,260
76497154563,Rick Crawford,figure,politician,https://www.facebook.com/CrawfordforCongress/,Rick Crawford,Republican,House,Arkansas,Arkansas 1,0,69
143344975723788,Representative Rick Crawford,figure,politician,https://www.facebook.com/RepRickCrawford/,Rick Crawford,Republican,House,Arkansas,Arkansas 1,1,184
778443008895694,Chris Hayes MP,figure,politician,https://www.facebook.com/ChrisHayesMP/,Chris Hayes,Libertarian,House,Arkansas,Arkansas 2,1,218
392303217556426,Dianne Curry,figure,politician,https://www.facebook.com/curryforcongress/,Dianne Curry,Democratic,House,Arkansas,Arkansas 2,1,134
1374601146109270,French Hill for Arkansas,figure,politician,https://www.facebook.com/electfrench/,French Hill,Republican,House,Arkansas,Arkansas 2,0,NA
727280547367245,Congressman French Hill,figure,politician,https://www.facebook.com/RepFrenchHill/,French Hill,Republican,House,Arkansas,Arkansas 2,1,705
1559348721058770,Steve Isaacson for Congress 2018,figure,politician,https://www.facebook.com/isaacsonforcongress/,Steve Isaacson,Libertarian,House,Arkansas,Arkansas 3,1,NA
135898413136490,Congressman Steve Womack,figure,politician,https://www.facebook.com/RepSteveWomack/,Steve Womack,Republican,House,Arkansas,Arkansas 3,1,3
541157509352704,Congressman Bruce Westerman,figure,politician,https://www.facebook.com/RepWesterman/,Bruce Westerman,Republican,House,Arkansas,Arkansas 4,0,3
521924961194913,Bruce Westerman,figure,politician,https://www.facebook.com/WestermanAR/,Bruce Westerman,Republican,House,Arkansas,Arkansas 4,1,53
978244708864965,Kerry Hicks for Congress 2016,figure,politician,https://www.facebook.com/kerryhicksforcongress/,Kerry Hicks,Libertarian,House,Arkansas,Arkansas 4,1,44
9269711759,Arnold Schwarzenegger,figure,politician,https://www.facebook.com/arnold/,Arnold Schwarzenegger,Republican,Governor,California,California,1,341
48001409120,Jerry Brown,figure,politician,https://www.facebook.com/jerrybrown/,Jerry Brown,Democratic,Governor,California,California,1,44
6314129300,Dianne Feinstein,figure,politician,https://www.facebook.com/DianneFeinstein/,Dianne Feinstein,Democratic,Senate,California,California,0,1
334887279867783,Senator Dianne Feinstein,figure,politician,https://www.facebook.com/SenatorFeinstein/,Dianne Feinstein,Democratic,Senate,California,California,1,147
24413227922,Kamala Harris,figure,politician,https://www.facebook.com/KamalaHarris/,Kamala Harris,Democratic,Senate,California,California,1,1042
90966961167,Loretta Sanchez,figure,politician,https://www.facebook.com/LorettaSanchez/,Loretta Sanchez,Democratic,Senate,California,California,0,1
231241757005703,Loretta Sanchez for U.S. Senate,figure,politician,https://www.facebook.com/LorettaSanchezforU.S.Senate2016/,Loretta Sanchez,Democratic,Senate,California,California,1,5
163202650462603,Doug LaMalfa for US Representative,figure,politician,https://www.facebook.com/LaMalfaUSRep/,Doug LaMalfa,Republican,House,California,California 1,1,139
1502597423327050,Rep. Doug LaMalfa,figure,politician,https://www.facebook.com/RepLaMalfa/,Doug LaMalfa,Republican,House,California,California 1,0,NA
212791209892,Jim Reed for U.S. Congress,figure,politician,https://www.facebook.com/jimreedcongress/,Jim Reed,Democratic,House,California,California 1,1,90
752477088107608,Jim Reed - California Political Candidate,figure,politician,https://www.facebook.com/JimReedCaliforniaPoliticalCandidate/,Jim Reed,Democratic,House,California,California 1,0,5
133714040028137,Representative Jeff Denham,figure,politician,https://www.facebook.com/RepJeffDenham/,Jeff Denham,Republican,House,California,California 10,0,2
558924530855048,Jeff Denham,figure,politician,https://www.facebook.com/denhamforcongress/,Jeff Denham,Republican,House,California,California 10,1,3
117608135109773,Michael Eggman,figure,politician,https://www.facebook.com/eggmanforcongress/,Michael Eggman,Democratic,House,California,California 10,1,120
213999292067099,Mark DeSaulnier,figure,politician,https://www.facebook.com/MarkDeSaulnier/,Mark DeSaulnier,Democratic,House,California,California 11,1,47
322286727982430,Rep. Mark DeSaulnier,figure,politician,https://www.facebook.com/RepMarkDeSaulnier/,Mark DeSaulnier,Democratic,House,California,California 11,0,1
86574174383,House Democratic Leader Nancy Pelosi,figure,politician,https://www.facebook.com/NancyPelosi/,Nancy Pelosi,Democratic,House,California,California 12,1,357
1711465445765870,Nancy Pelosi,figure,politician,https://www.facebook.com/pelosiforcongress/,Nancy Pelosi,Democratic,House,California,California 12,0,NA
702247979889150,Preston Picus For Congress,figure,politician,https://www.facebook.com/picusforcongress/,Preston Picus,No Party Preference,House,California,California 12,1,626
92190287786,Congresswoman Barbara Lee,figure,politician,https://www.facebook.com/RepBarbaraLee/,Barbara Lee,Democratic,House,California,California 13,1,272
176548369099092,Barbara Lee,figure,politician,https://www.facebook.com/BarbaraLeeforCongress/,Barbara Lee,Democratic,House,California,California 13,0,2
254040488356060,Sue Caro,figure,politician,https://www.facebook.com/SueCaroGOP/,Sue Caro,Republican,House,California,California 13,1,1
99332606976,Congresswoman Jackie Speier,figure,politician,https://www.facebook.com/JackieSpeier/,Jackie Speier,Democratic,House,California,California 14,1,135
117399465050759,Jackie Speier,figure,politician,https://www.facebook.com/JackieSpeierforCongress/,Jackie Speier,Democratic,House,California,California 14,0,36
1692079274362810,Danny Turner For Congress 2016,figure,politician,https://www.facebook.com/DannyReidTurner/,Danny Turner,Republican,House,California,California 15,1,NA
450130878375355,Congressman Eric Swalwell,figure,politician,https://www.facebook.com/CongressmanEricSwalwell/,Eric Swalwell,Democratic,House,California,California 15,1,263
281835005264380,Eric Swalwell,figure,politician,https://www.facebook.com/Swalwellforcongress/,Eric Swalwell,Democratic,House,California,California 15,0,2
704516012940877,Jim Costa for Congress,figure,politician,https://www.facebook.com/CostaForCongress/,Jim Costa,Democratic,House,California,California 16,1,10
166497040064181,Congressman Jim Costa,figure,politician,https://www.facebook.com/RepJimCosta/,Jim Costa,Democratic,House,California,California 16,0,2
251556241566258,Johnny Tacherra for Congress,figure,politician,https://www.facebook.com/TacherraForCongress/,Johnny Tacherra,Republican,House,California,California 16,1,179
15675385380,Mike Honda,figure,politician,https://www.facebook.com/RepMikeHonda/,Mike Honda,Democratic,House,California,California 17,0,212
264594236946515,Mike Honda for Congress,figure,politician,https://www.facebook.com/mikehonda/,Mike Honda,Democratic,House,California,California 17,1,250
317667194946264,Ro Khanna for U.S. Congress,figure,politician,https://www.facebook.com/RoKhannaUSA/,Ro Khanna,Democratic,House,California,California 17,1,2
567581313441592,Rep. Ro Khanna,figure,politician,https://www.facebook.com/RepRoKhanna/,Ro Khanna,Democratic,House,California,California 17,0,1
174979964227,Congresswoman Anna Eshoo,figure,politician,https://www.facebook.com/RepAnnaEshoo/,Anna Eshoo,Democratic,House,California,California 18,1,113
323937814315116,Anna Eshoo for Congress,figure,politician,https://www.facebook.com/Eshoo4Congress/,Anna Eshoo,Democratic,House,California,California 18,0,34
221191600719,Representative Zoe Lofgren,figure,politician,https://www.facebook.com/zoelofgren/,Zoe Lofgren,Democratic,House,California,California 19,1,93
6540213748,Zoe Lofgren,figure,politician,https://www.facebook.com/Zoe-Lofgren-6540213748/,Zoe Lofgren,Democratic,House,California,California 19,0,6
1418485985089110,"Dale K. Mensing for US Congress, California's 2nd District",figure,politician,https://www.facebook.com/gcdaleforcongress.org/,Dale Mensing,Republican,House,California,California 2,1,NA
200227780116038,Congressman Jared Huffman,figure,politician,https://www.facebook.com/RepHuffman/,Jared Huffman,Democratic,House,California,California 2,1,110
344330745672593,Jared Huffman,figure,politician,https://www.facebook.com/jared.huffman.9/,Jared Huffman,Democratic,House,California,California 2,0,1
198585430590597,Rep. Jimmy Panetta,figure,politician,https://www.facebook.com/RepJimmyPanetta/,Jimmy Panetta,Democratic,House,California,California 20,1,1
1667702233477150,Jimmy Panetta for Congress,figure,politician,https://www.facebook.com/JimmyPanettaForCongress/,Jimmy Panetta,Democratic,House,California,California 20,0,NA
105596689621089,Congressman David G. Valadao,figure,politician,https://www.facebook.com/CongressmanDavidValadao/,David Valadao,Republican,House,California,California 21,0,74
106005029501370,David Valadao,figure,politician,https://www.facebook.com/ValadaoforCongress/,David Valadao,Republican,House,California,California 21,1,89
816723225122279,Emilio J. Huerta,figure,politician,https://www.facebook.com/huertaforcongress/,Emilio Huerta,Democratic,House,California,California 21,1,238
834645469890446,Devin Nunes,figure,politician,https://www.facebook.com/devinnunesforcongress/,Devin Nunes,Republican,House,California,California 22,0,8
376470350795,Congressman Devin Nunes,figure,politician,https://www.facebook.com/Congressman-Devin-Nunes-376470350795/,Devin Nunes,Republican,House,California,California 22,1,118
521676677993645,Louie Campos for Congress,figure,politician,https://www.facebook.com/lc4cd22/,Louie Campos,Democratic,House,California,California 22,1,127
51052893175,Kevin McCarthy,figure,politician,https://www.facebook.com/CongressmanKevinMcCarthy/,Kevin McCarthy,Republican,House,California,California 23,1,136
159964696102,Kevin McCarthy,figure,politician,https://www.facebook.com/kevinomccarthy/,Kevin McCarthy,Republican,House,California,California 23,0,79
860298327425084,Wendy Reed for Congress,figure,politician,https://www.facebook.com/wendyreedforcongress/,Wendy Reed,Democratic,House,California,California 23,1,536
179167628953479,Justin Fareed for Congress,figure,politician,https://www.facebook.com/JustinForCongress/,Justin Fareed,Republican,House,California,California 24,1,3
168989481141,Lois Capps,figure,politician,https://www.facebook.com/loiscapps/,Lois Capps,Democratic,House,California,California 24,0,1
157974090896590,Lois Capps for Congress,figure,politician,https://www.facebook.com/cappsforcongress/,Lois Capps,Democratic,House,California,California 24,1,15
144410222713433,Congressman Salud Carbajal,figure,politician,https://www.facebook.com/repsaludcarbajal/,Salud Carbajal,Democratic,House,California,California 24,1,1
1695916253968880,Salud Carbajal For U.S. Congress,figure,politician,https://www.facebook.com/CarbajalForCongress/,Salud Carbajal,Democratic,House,California,California 24,0,NA
1647795632175220,Bryan Caforio,figure,politician,https://www.facebook.com/BryanCaforio/,Bryan Caforio,Democratic,House,California,California 25,1,277
551782668257916,Representative Steve Knight,figure,politician,https://www.facebook.com/RepresentativeSteveKnight/,Steve Knight,Republican,House,California,California 25,0,1
556497277780319,Steve Knight,figure,politician,https://www.facebook.com/knight4congress/,Steve Knight,Republican,House,California,California 25,1,143
276544112416355,Julia Brownley for Congress,figure,politician,https://www.facebook.com/juliabrownley/,Julia Brownley,Democratic,House,California,California 26,1,1
330504617051234,Congresswoman Julia Brownley,figure,politician,https://www.facebook.com/RepJuliaBrownley/,Julia Brownley,Democratic,House,California,California 26,0,1
574257345942662,Rafael A. Dagnesses,figure,politician,https://www.facebook.com/Rafael4Congress/,Rafael Dagnesses,Republican,House,California,California 26,1,300
136580103109933,Jack Orswell for Congress,figure,politician,https://www.facebook.com/JackOrswell27/,Jack Orswell,Republican,House,California,California 27,1,7
41228315130,Judy Chu,figure,politician,https://www.facebook.com/RepJudyChu/,Judy Chu,Democratic,House,California,California 27,1,374
220821137969355,Judy Chu for Congress,figure,politician,https://www.facebook.com/Chu4Congress/,Judy Chu,Democratic,House,California,California 27,0,18
9086721830,Congressman Adam Schiff,figure,politician,https://www.facebook.com/RepAdamSchiff/,Adam Schiff,Democratic,House,California,California 28,1,454
109092142462587,Adam Schiff,figure,politician,https://www.facebook.com/AdamSchiffCA/,Adam Schiff,Democratic,House,California,California 28,0,185
485493954794945,U.S. Rep. Tony Cárdenas,figure,politician,https://www.facebook.com/repcardenas/,Tony Cárdenas,Democratic,House,California,California 29,1,960
1066937120010180,Tony Cardenas,figure,politician,https://www.facebook.com/RepTonyCardenas/,Tony Cárdenas,Democratic,House,California,California 29,0,NA
182567716746,Congressman John Garamendi,figure,politician,https://www.facebook.com/repgaramendi/,John Garamendi,Democratic,House,California,California 3,1,621
44668548562,John Garamendi,figure,politician,https://www.facebook.com/johngaramendi/,John Garamendi,Democratic,House,California,California 3,0,161
63158229861,Congressman Brad Sherman,figure,politician,https://www.facebook.com/CongressmanBradSherman/,Brad Sherman,Democratic,House,California,California 30,1,171
6919066482,Brad Sherman,figure,politician,https://www.facebook.com/BradShermanForCongress/,Brad Sherman,Democratic,House,California,California 30,0,1
273032093922,Mark Reed for Congress,figure,politician,https://www.facebook.com/MarkReedForCongress2016/,Mark Reed,Republican,House,California,California 30,1,42
250961715499,Paul Chabot for Strong America,figure,politician,https://www.facebook.com/PaulChabotforSrongerAmerica/,Paul Chabot,Republican,House,California,California 31,1,1
1088826094464590,Rep. Pete Aguilar,figure,politician,https://www.facebook.com/reppeteaguilar/,Pete Aguilar,Democratic,House,California,California 31,1,NA
163108420409412,Rep. Grace F. Napolitano,figure,politician,https://www.facebook.com/RepGraceNapolitano/,Grace Napolitano,Democratic,House,California,California 32,1,192
678683052273901,Roger Hernandez for Bannock County Commissioner.,figure,politician,https://www.facebook.com/Hernandez4Commissioner/,Roger Hernandez,Democratic,House,California,California 32,1,48
167643896656391,Ted Lieu,figure,politician,https://www.facebook.com/tedlieu/,Ted Lieu,Democratic,House,California,California 33,1,930
323554884507838,Rep. Ted Lieu,figure,politician,https://www.facebook.com/RepTedLieu/,Ted Lieu,Democratic,House,California,California 33,0,482
723691627663517,Adrienne Nicole Edwards for Congress,figure,politician,https://www.facebook.com/AdrienneEdwardsforCongress/,Adrienne Edwards,Democratic,House,California,California 34,1,25
90311772229,Attorney General Becerra,figure,politician,https://www.facebook.com/XavierBecerra/,Xavier Becerra,Democratic,House,California,California 34,1,508
126694924050678,Xavier Becerra,figure,politician,https://www.facebook.com/BecerraforAttorneyGeneral/,Xavier Becerra,Democratic,House,California,California 34,0,206
324545627570369,Congresswoman Norma Torres,figure,politician,https://www.facebook.com/RepNormaTorres/,Norma Torres,Democratic,House,California,California 35,1,1
496702207035478,Norma Torres for Congress,figure,politician,https://www.facebook.com/TorresForCongress35/,Norma Torres,Democratic,House,California,California 35,0,1
633706876666530,Jeff Stone,figure,politician,https://www.facebook.com/JeffStone4Senate/,Jeff Stone,Republican,House,California,California 36,0,1
808619019217325,Senator Jeff Stone,figure,politician,https://www.facebook.com/SenatorJeffStone/,Jeff Stone,Republican,House,California,California 36,1,4
1731956650356530,Jeff Stone,figure,politician,https://www.facebook.com/JeffStoneCampaign/,Jeff Stone,Republican,House,California,California 36,0,NA
245244468941114,"Congressman Raul Ruiz, MD",figure,politician,https://www.facebook.com/CongressmanRaulRuizMD/,Raul Ruiz,Democratic,House,California,California 36,1,3
1072244886171940,Chris Wiggins US Congress,figure,politician,https://www.facebook.com/wigginscongress/,Chris Wiggins,Democratic,House,California,California 37,1,24
190867440939405,Congressmember Karen Bass,figure,politician,https://www.facebook.com/RepKarenBass/,Karen Bass,Democratic,House,California,California 37,1,158
47918118982,Karen Bass,figure,politician,https://www.facebook.com/karenbass/,Karen Bass,Democratic,House,California,California 37,0,2
110685735673141,Rep. Linda Sánchez,figure,politician,https://www.facebook.com/CongresswomanLindaSanchez/,Linda Sánchez,Democratic,House,California,California 38,1,103
29921386086,Linda T. Sanchez,figure,politician,https://www.facebook.com/voteforlinda/,Linda Sánchez,Democratic,House,California,California 38,0,49
1756874901214810,Ryan Downing for Congress in the 38th District of California,figure,politician,https://www.facebook.com/Ryan-Downing-for-Congress-in-the-38th-District-of-California-1756874901214811/,Ryan Downing,Republican,House,California,California 38,1,NA
289601757735181,Ed R. Royce,figure,politician,https://www.facebook.com/edrroyce/,Ed Royce,Republican,House,California,California 39,0,126
6460640558,Ed Royce,figure,politician,https://www.facebook.com/EdRoyce/,Ed Royce,Republican,House,California,California 39,1,390
11234736860,Tom McClintock,figure,politician,https://www.facebook.com/jointom/,Tom McClintock,Republican,House,California,California 4,0,35
81125319109,Congressman Tom McClintock,figure,politician,https://www.facebook.com/Congressman-Tom-McClintock-81125319109/,Tom McClintock,Republican,House,California,California 4,1,48
139773069370563,Rep. Lucille Roybal-Allard,figure,politician,https://www.facebook.com/RepRoybalAllard/,Lucille Roybal-Allard,Democratic,House,California,California 40,1,756
1702437206742870,Lucille Roybal-Allard,figure,politician,https://www.facebook.com/Lucille-Roybal-Allard-1702437206742877/,Lucille Roybal-Allard,Democratic,House,California,California 40,0,NA
1647565315528940,Doug Shepherd,figure,politician,https://www.facebook.com/lifewithdoug/,Doug Shepherd,Republican,House,California,California 41,1,NA
262447300551014,Mark Takano,figure,politician,https://www.facebook.com/RepMarkTakano/,Mark Takano,Democratic,House,California,California 41,1,75
159214207491260,Mark Takano,figure,politician,https://www.facebook.com/TakanoCA/,Mark Takano,Democratic,House,California,California 41,0,1
